obs_alt,obs_vel,obs_fuel,obs_pitch,obs_heading,obs_roll,obs_pos_x,obs_pos_y,obs_pos_z,act_throttle,act_stage
12.781557417940348,2.18061100137892,2544.996826171875,89.95574951171875,271.33404541015625,-90.0,159783.64891523778,-1018.0143714680867,-578420.5732210015,1.0,0.0
13.027322459733114,2.6222995382358714,2542.959228515625,89.95574951171875,271.6670227050781,-90.0,159783.71369388784,-1018.0147515967087,-578420.8102948437,1.0,0.0
13.380616427399218,3.1533621452163367,2540.513916015625,89.96572875976562,272.0980529785156,-90.0,159783.8068103399,-1018.0152737781004,-578421.1510943058,1.0,0.0
13.797716960427351,3.6855563290253,2538.06884765625,89.96044921875,272.54681396484375,-90.0,159783.91674199654,-1018.0158671050863,-578421.5534468343,1.0,0.0
14.194137117010541,4.129917059450505,2536.03125,89.96044921875,272.92559814453125,-90.0,159784.02122478487,-1018.016418403347,-578421.9358547805,1.0,0.0
14.728575403918512,4.664190286837312,2533.5859375,89.96572875976562,273.37945556640625,-90.0,159784.16207577137,-1018.0171552285151,-578422.4513973221,1.0,0.0
15.327206485439092,5.1996003726477555,2531.140869140625,89.9720458984375,273.8277282714844,-90.0,159784.31983045372,-1018.0179764985637,-578423.0288681877,1.0,0.0
15.875200619106181,5.6466452069524316,2529.103271484375,89.95574951171875,274.19512939453125,-90.0,159784.4642219728,-1018.0187217205362,-578423.5574986368,1.0,0.0
16.591872493503615,6.184144116709439,2526.658203125,89.96044921875,274.6272888183594,-90.0,159784.65303606,-1018.0196914732055,-578424.2488543948,1.0,0.0
17.373128850595094,6.72278381464047,2524.212890625,89.96044921875,275.04986572265625,-90.0,159784.85884866846,-1018.0207521862881,-578425.0025146325,1.0,0.0
18.219109222991392,7.26256677724847,2521.767822265625,89.96572875976562,275.4630126953125,-90.0,159785.0816893052,-1018.0219005964295,-578425.8186144884,1.0,0.0
19.12993965309579,7.803494558615093,2519.322509765625,89.9515380859375,275.8676452636719,-90.0,159785.32158325452,-1018.0231305270986,-578426.6972885014,1.0,0.0
20.10576359333936,8.345568383436202,2516.87744140625,89.94766235351562,276.2645263671875,-90.0,159785.57855978105,-1018.0244349188702,-578427.6386704836,1.0,0.0
21.146716988412663,8.88879026617669,2514.43212890625,89.96572875976562,276.654541015625,-90.0,159785.85265050296,-1018.0258202984528,-578428.6428958727,1.0,0.0
22.25294842745643,9.433161769489644,2511.987060546875,89.96572875976562,277.03875732421875,-90.0,159786.1438947564,-1018.0272933750944,-578429.7100973243,1.0,0.0
23.22475811606273,9.887683613412447,2509.949462890625,89.9515380859375,277.355224609375,-90.0,159786.39972734218,-1018.0285903907911,-578430.6476335605,1.0,0.0
24.451002725865692,10.434166142044063,2507.50439453125,89.9515380859375,277.73126220703125,-90.0,159786.72250612744,-1018.0302328563826,-578431.8306361481,1.0,0.0
25.742913560243323,10.981802235554252,2505.05908203125,89.96044921875,278.1038818359375,-90.0,159787.0625281484,-1018.0319743103878,-578433.076996689,1.0,0.0
26.869756982661784,11.439048452517723,2503.021484375,89.94766235351562,278.4123840332031,-90.0,159787.35907769873,-1018.0334986842768,-578434.1641223574,1.0,0.0
28.282400739961304,11.9888044852298,2500.576416015625,89.95574951171875,278.78045654296875,-90.0,159787.7308073233,-1018.0354180730478,-578435.5269831636,1.0,0.0
29.761097806156613,12.539717512505847,2498.131103515625,89.96044921875,279.1470947265625,-90.0,159788.11988291232,-1018.037439225574,-578436.9535800613,1.0,0.0
31.30599037487991,13.091791090011379,2495.68603515625,89.9515380859375,279.5124816894531,-90.0,159788.5263345149,-1018.0395644887881,-578438.4440474047,1.0,0.0
32.64406564703677,13.552738644621908,2493.6484375,89.96044921875,279.81622314453125,-90.0,159788.87833994327,-1018.0414150937991,-578439.7349939685,1.0,0.0
34.31067084509414,14.106940718294249,2491.203369140625,89.95574951171875,280.18048095703125,-90.0,159789.31672995066,-1018.0437322169141,-578441.3429127088,1.0,0.0
36.043865805258974,14.662307249121566,2488.758056640625,89.94406127929688,280.5443115234375,-90.0,159789.7725842921,-1018.0461548626022,-578443.0150874659,1.0,0.0
37.53915621491615,15.126001892040584,2486.720458984375,89.96044921875,280.847412109375,-90.0,159790.16582749956,-1018.0482534713642,-578444.4577520923,1.0,0.0
39.39479586773086,15.683505480225838,2484.275390625,89.9515380859375,281.21112060546875,-90.0,159790.65378150612,-1018.0508707131789,-578446.2480877616,1.0,0.0
41.31741102563683,16.242176677008366,2481.830078125,89.96044921875,281.5748291015625,-90.0,159791.15928599902,-1018.0535963441775,-578448.1030681578,1.0,0.0
43.30715581122786,16.802017875106884,2479.385009765625,89.96044921875,281.9388427734375,-90.0,159791.68237102745,-1018.0564276616619,-578450.0228276346,1.0,0.0
45.016668323543854,17.269445666738886,2477.347412109375,89.96572875976562,282.2423095703125,-90.0,159792.1317325891,-1018.0588651079283,-578451.6722165826,1.0,0.0
47.129822027054615,17.831433722650306,2474.90234375,89.96044921875,282.6067810058594,-90.0,159792.68713416086,-1018.0618802964286,-578453.7110981897,1.0,0.0
49.310519069898874,18.394595402434888,2472.45703125,89.9515380859375,282.9713134765625,-90.0,159793.2602166578,-1018.0649919895054,-578455.8151504686,1.0,0.0
51.17944922298193,18.86479406555088,2470.41943359375,89.94766235351562,283.27532958984375,-90.0,159793.75131427386,-1018.0676633225353,-578457.6184053118,1.0,0.0
53.48430798447225,19.430110212743337,2467.97412109375,89.9515380859375,283.6409912109375,-90.0,159794.35690424696,-1018.0709638710664,-578459.8422865532,1.0,0.0
55.85706891142763,19.9966039029957,2465.529052734375,89.9515380859375,284.00701904296875,-90.0,159794.98027359426,-1018.0743721405574,-578462.1317194437,1.0,0.0
58.297921124030836,20.56427694382209,2463.083984375,89.96044921875,284.3734130859375,-90.0,159795.62146129544,-1018.0778877608077,-578464.4868421883,1.0,0.0
60.38404605456162,21.038238968760005,2461.04638671875,89.9515380859375,284.6786193847656,-90.0,159796.16941321074,-1018.0808965968149,-578466.4997291705,1.0,0.0
