obs_alt,obs_vel,obs_fuel,obs_mass,obs_pitch,obs_heading,obs_roll,obs_pos_x,obs_pos_y,obs_pos_z,obs_ap,obs_pe,obs_time_to_ap,act_throttle,act_pitch,act_stage
6.404992766096257,2.798615436314226,3229.93359375,75596.3046875,89.82086181640625,286.103759765625,-88.78924560546875,159781.7365133626,-1018.1845254267375,-578414.6616619162,79.36356772470754,-598435.7275084881,0.28684886092082706,1.0,1.0,0.0
6.789503546664491,3.484407802895375,3227.696533203125,75529.6484375,89.81442260742188,286.83990478515625,-88.73687744140625,159781.8351898707,-1018.1900066922228,-578415.0333016382,79.96889604593161,-598435.8577484676,0.35714079508466057,1.0,1.0,0.0
7.256605641916394,4.174084096037111,3225.45947265625,75462.8984375,89.79922485351562,288.9755859375,-87.29110717773438,159781.95498922383,-1018.1952627862613,-578415.4847924364,80.70668391464278,-598435.9864720704,0.42783117435311624,1.0,1.0,0.0
7.806648878729902,4.866197737743517,3223.222412109375,75396.1015625,89.79730224609375,290.76904296875,-86.1912841796875,159782.09599337616,-1018.2002479771893,-578416.0164741096,81.57738300424535,-598436.1190048531,0.49877180510918606,1.0,1.0,0.0
8.328563580405898,5.444497188935192,3221.3583984375,75340.4296875,89.79922485351562,291.52325439453125,-86.01806640625,159782.2297914716,-1018.2041936258595,-578416.5209644702,82.40487385797314,-598436.2110991492,0.5580470737087353,1.0,1.0,0.0
9.031308235251345,6.140088815643113,3219.121337890625,75273.6171875,89.79827880859375,292.45574951171875,-85.78176879882812,159782.41000008048,-1018.2087064201753,-578417.2002358757,83.52058810705785,-598436.3244505757,0.629345249483606,1.0,1.0,0.0
9.817643715185113,6.837341988658615,3216.88427734375,75206.8125,89.80316162109375,292.98291015625,-85.94970703125,159782.61171179227,-1018.2129798049848,-578417.9602875399,84.7706516837934,-598436.4289890192,0.7008144343841991,1.0,1.0,0.0
10.536918411031365,7.4196607012780476,3215.02001953125,75151.1328125,89.80618286132812,293.64569091796875,-85.865478515625,159782.79630357402,-1018.2163741404931,-578418.6555001393,85.91540500987321,-598436.5118784778,0.7605033104268273,1.0,1.0,0.0
11.477021496510133,8.11997961509928,3212.783203125,75084.328125,89.81231689453125,294.2729187011719,-85.93087768554688,159783.0376744833,-1018.2202458347003,-578419.5641222984,87.41324081935454,-598436.6088068094,0.8322882355888055,1.0,1.0,0.0
12.501277407049201,8.821975267537846,3210.546142578125,75017.515625,89.81869506835938,294.3912048339844,-86.5040283203125,159783.30078061117,-1018.2239009405296,-578420.5540497043,89.04702550917864,-598436.6996427726,0.9042459799857738,1.0,1.0,0.0
13.609893433866091,9.525649262718575,3208.30908203125,74950.703125,89.81869506835938,294.93701171875,-86.64840698242188,159783.58570200205,-1018.2273690069835,-578421.6254682906,90.81732553301845,-598436.789171951,0.9763767857556331,1.0,1.0,0.0
14.598328629159369,10.11332888683006,3206.445068359375,74895.03125,89.82196044921875,295.2198486328125,-86.93911743164062,159783.83983632762,-1018.230105441324,-578422.5807093568,92.39726891787723,-598436.8618216913,1.0366183214167108,1.0,1.0,0.0
15.862126415595412,10.820092809936336,3204.2080078125,74828.2265625,89.82867431640625,295.32635498046875,-87.52001953125,159784.1649012554,-1018.2332127357643,-578423.8020326241,94.41933257970959,-598436.9456973254,1.1090679838761162,1.0,1.0,0.0
17.210857118247077,11.528548809337194,3201.970947265625,74761.4140625,89.83099365234375,295.63214111328125,-87.90097045898438,159784.51195722414,-1018.2361427957933,-578425.1053939471,96.57953831262421,-598437.0284188734,1.1816923756371125,1.0,1.0,0.0
18.399824080057442,12.120221943423266,3200.106689453125,74705.734375,89.83447265625,295.7819519042969,-88.3228759765625,159784.8180065927,-1018.2384442354362,-578426.2543378384,98.48564942541998,-598437.0967828095,1.2423463007235682,1.0,1.0,0.0
19.904788101208396,12.831785355907842,3197.869873046875,74638.9296875,89.835693359375,295.9456481933594,-88.84518432617188,159785.2055200288,-1018.2410446370761,-578427.7086112155,100.90061320073437,-598437.1770240392,1.3152918138310383,1.0,1.0,0.0
21.495266906102188,13.545052053677688,3195.6328125,74572.1171875,89.83685302734375,296.1234130859375,-89.35372924804688,159785.615183485,-1018.2434716190021,-578429.2454770305,103.45536427584011,-598437.2560351719,1.3884134716276435,1.0,1.0,0.0
23.171459319768474,14.260025604590654,3193.395751953125,74505.3125,89.83929443359375,296.2604064941406,-89.902587890625,159786.04705272726,-1018.2457265074174,-578430.8651328248,106.1504891429795,-598437.3341702736,1.46171173375933,1.0,1.0,0.0
24.633904763613828,14.857142406579836,3191.531494140625,74449.6328125,89.84173583984375,296.37982177734375,-90.35425567626953,159786.42394513352,-1018.2474758143346,-578432.2782283219,108.5040771998465,-598437.3986138,1.5229287648483023,1.0,1.0,0.0
