obs_alt,obs_vel,obs_fuel,obs_mass,obs_pitch,obs_heading,obs_roll,obs_pos_x,obs_pos_y,obs_pos_z,obs_ap,obs_pe,obs_time_to_ap,act_throttle,act_pitch,act_stage
11.388927613035776,1.6637526692008922,2868.996826171875,43875.7421875,89.9515380859375,271.3035888671875,-90.0,159783.35676295703,-1018.0114983083336,-578419.1906495349,83.90064624452498,-598435.2841563046,0.17053203959585517,1.0,1.0,0.0
11.619270587572828,2.0786168889413794,2866.5517578125,43848.57421875,89.95574951171875,271.695556640625,-90.0,159783.41734327297,-1018.0119298683135,-578419.4128843894,84.2105579188792,-598435.3047598348,0.21305515762367122,1.0,1.0,0.0
11.899466389790177,2.4944659174506425,2864.1064453125,43821.40625,89.94406127929688,272.119384765625,-90.0,159783.49104018565,-1018.0124880881635,-578419.6832174895,84.588217261713,-598435.3272373463,0.2556793423870545,1.0,1.0,0.0
12.229640809237026,2.911301860628681,2861.6611328125,43794.23828125,89.95574951171875,272.5584716796875,-90.0,159783.57787834038,-1018.0131713511078,-578420.0017652905,85.03386958467308,-598435.3496228557,0.2984048376604278,1.0,1.0,0.0
12.609899261733517,3.3291265766131963,2859.21630859375,43767.0703125,89.96044921875,273.0016784667969,-90.0,159783.6778834002,-1018.0139752613036,-578420.3686426345,85.54776036378462,-598435.3726033377,0.3412318601970128,1.0,1.0,0.0
13.04037396388594,3.7479419638214453,2856.77099609375,43739.90234375,89.95574951171875,273.442138671875,-90.0,159783.79108531564,-1018.0148998113004,-578420.7839665039,86.13013693899848,-598435.394788944,0.3841606333861023,1.0,1.0,0.0
13.521179706905968,4.167749908634867,2854.32568359375,43712.734375,89.96044921875,273.8756103515625,-90.0,159783.9175178963,-1018.015942751023,-578421.2478495501,86.78124671126716,-598435.4158808979,0.4271913788592201,1.0,1.0,0.0
14.052429818548262,4.588552299783344,2851.880615234375,43685.56640625,89.9515380859375,274.29998779296875,-90.0,159784.05720684867,-1018.0171029554335,-578421.760408334,87.50133762054611,-598435.438835297,0.47032431377914463,1.0,1.0,0.0
14.634250820614398,5.010351389811285,2849.435546875,43658.39453125,89.96044921875,274.71453857421875,-90.0,159784.2101726177,-1018.0183816538779,-578422.3217606075,88.29065923276357,-598435.4620160537,0.513559699105258,1.0,1.0,0.0
15.266757097328082,5.433148396472313,2846.990234375,43631.2265625,89.9515380859375,275.11920166015625,-90.0,159784.37644069892,-1018.0197803662745,-578422.9320250538,89.14946186577436,-598435.4862784669,0.556897686185664,1.0,1.0,0.0
15.832656234619208,5.786243177303244,2844.95263671875,43608.58984375,89.9515380859375,275.44940185546875,-90.0,159784.52517563832,-1018.0210361281065,-578423.4780268068,89.91838767228182,-598435.5067050878,0.5930912417981631,1.0,1.0,0.0
16.558407527045347,6.210875211921471,2842.507568359375,43581.41796875,89.9515380859375,275.8379821777344,-90.0,159784.7158961318,-1018.0226501771836,-578424.1782671722,90.90522512793541,-598435.5313540262,0.6366179737964899,1.0,1.0,0.0
17.33518611465115,6.636510410307863,2840.0625,43554.25,89.9515380859375,276.2189636230469,-90.0,159784.91998904475,-1018.0243820013134,-578424.927753695,91.96225763706025,-598435.5572506542,0.6802479256261336,1.0,1.0,0.0
