obs_alt,obs_vel,obs_fuel,obs_mass,obs_pitch,obs_heading,obs_roll,obs_pos_x,obs_pos_y,obs_pos_z,obs_ap,obs_pe,obs_time_to_ap,act_throttle,act_pitch,act_stage
4.613229643553495,2.3422636699493156,538.002197265625,17500.30859375,89.94406127929688,281.21759033203125,-90.0,159781.25185823266,-1018.1225253545072,-578412.8646739428,77.3820692760637,-598435.5108996695,0.24007293248644146,1.0,1.0,0.0
4.878633077372797,2.8501416180305537,537.6322021484375,17486.708984375,89.93743896484375,281.73028564453125,-90.0,159781.3210107268,-1018.1241007536973,-578413.1209107395,77.782618151512,-598435.5438974268,0.29212876346144867,1.0,1.0,0.0
5.264308745390736,3.461796711519237,537.188232421875,17470.3828125,89.94406127929688,282.3630676269531,-90.0,159781.42163002945,-1018.1261041663911,-578413.4932326773,78.3661493397085,-598435.5827968164,0.35482166750335864,1.0,1.0,0.0
5.723523419466801,4.075321675377701,536.7442626953125,17454.0546875,89.93743896484375,283.0066223144531,-90.0,159781.54155364248,-1018.1282306999292,-578413.9365129374,79.06234533817042,-598435.6208828379,0.4177065657642629,1.0,1.0,0.0
6.256478508817963,4.69049927103826,536.3003540039062,17437.7265625,89.94406127929688,283.655517578125,-90.0,159781.68083536736,-1018.130479255351,-578414.4509476443,79.87165829213336,-598435.6582257437,0.48076125652704604,1.0,1.0,0.0
6.757078526658006,5.2044104976798,535.930419921875,17424.119140625,89.93438720703125,284.1976318359375,-90.0,159781.81172877725,-1018.1324455604281,-578414.9341353594,80.63286400248762,-598435.6887172697,0.533436664253145,1.0,1.0,0.0
7.425741280429065,5.822620081571938,535.4864501953125,17407.791015625,89.94406127929688,284.84796142578125,-90.0,159781.9866376684,-1018.1349150441911,-578415.5795169389,81.65088871167973,-598435.7245093841,0.5968030333248748,1.0,1.0,0.0
8.168704059906304,6.442484945258127,535.04248046875,17391.4609375,89.940673828125,285.49658203125,-90.0,159782.18105563958,-1018.1375039756622,-578416.296594236,82.78348431759514,-598435.7593750102,0.6603396534074477,1.0,1.0,0.0
8.844743806053884,6.960303336079194,534.6724853515625,17377.85546875,89.94766235351562,286.0351867675781,-90.0,159782.35801154788,-1018.139751864257,-578416.9490646005,83.81520463374909,-598435.7879010242,0.7134169262992032,1.0,1.0,0.0
9.724442985490896,7.583203162790574,534.228515625,17361.525390625,89.940673828125,286.67901611328125,-90.0,159782.5883327769,-1018.1425573431279,-578417.7980826558,85.15918502898421,-598435.8216791002,0.7772658759709543,1.0,1.0,0.0
10.679007344529964,8.207759354660137,533.7845458984375,17345.197265625,89.940673828125,287.32000732421875,-90.0,159782.838310837,-1018.1454799935545,-578418.7193406958,86.61919876316097,-598435.8547727036,0.8412853794677062,1.0,1.0,0.0
11.531813537003472,8.729488241670706,533.4146118164062,17331.58984375,89.94406127929688,287.8521728515625,-90.0,159783.061678449,-1018.1480049804177,-578419.5423759862,87.92488666903228,-598435.8818396241,0.8947653114724972,1.0,1.0,0.0
12.62414962449111,9.357082248211391,532.9706420898438,17315.259765625,89.9515380859375,288.48858642578125,-90.0,159783.34782867497,-1018.1511423752036,-578420.5965715427,89.59897464921232,-598435.9140510627,0.959097793206297,1.0,1.0,0.0
13.791920397663489,9.98633320114199,532.5267333984375,17298.931640625,89.9515380859375,289.1229553222656,-90.0,159783.6537791362,-1018.1543968186106,-578421.7235500982,91.39056571398396,-598435.9459938004,1.0236010844555494,1.0,1.0,0.0
15.035312885069288,10.617241407856467,532.082763671875,17282.603515625,89.9515380859375,289.7557067871094,-90.0,159783.9795797048,-1018.1577685490574,-578422.9235050761,93.30018180329353,-598435.9775022223,1.0882752882051818,1.0,1.0,0.0
16.129390464397147,11.14426452410164,531.7127685546875,17268.998046875,89.9515380859375,290.2819519042969,-90.0,159784.26628241874,-1018.1606676593747,-578423.9793529852,94.98206325457431,-598436.0034600779,1.1423011004261525,1.0,1.0,0.0
17.511953542707488,11.778212009591423,531.268798828125,17252.66796875,89.94766235351562,290.9125671386719,-90.0,159784.62860811377,-1018.1642536387171,-578425.3135980421,97.10941525141243,-598436.0342912987,1.207288930386369,1.0,1.0,0.0
18.970705746440217,12.413817786120452,530.8248291015625,17236.33984375,89.9515380859375,291.54241943359375,-90.0,159785.01092741854,-1018.1679563165035,-578426.721364918,99.35627421468962,-598436.0649622122,1.2724479828554536,1.0,1.0,0.0
20.505852721165866,13.051082940587595,530.380859375,17220.009765625,89.94766235351562,292.171875,-90.0,159785.41328806846,-1018.1717755064692,-578428.2028484603,101.72316663782112,-598436.0956950968,1.3377784418582337,1.0,1.0,0.0
