obs_alt,obs_vel,obs_fuel,obs_mass,obs_pitch,obs_heading,obs_roll,obs_pos_x,obs_pos_y,obs_pos_z,obs_ap,obs_pe,obs_time_to_ap,act_throttle,act_pitch,act_stage
14.150525846751407,0.45574821454458486,16301.9482421875,320911.875,89.5675048828125,191.5441436767578,-79.55947875976562,159780.91133690428,-1017.9549985072333,-578422.8344452566,86.63044881494716,-598435.2088645379,0.04671391972465244,1.0,1.0,0.0
14.223198459716514,0.705557178544018,16294.603515625,320681.71875,89.42630004882812,190.42433166503906,-81.03973388671875,159780.93042119493,-1017.9498461178262,-578422.9045753655,86.71798764925916,-598435.2205490855,0.07231920633341815,1.0,1.0,0.0
14.326084188651294,0.9584121342244672,16287.2578125,320451.25,89.28646850585938,190.25103759765625,-81.6490478515625,159780.95771480302,-1017.9467522530574,-578423.0037807332,86.84243667172268,-598435.1602544752,0.0982367523731682,1.0,1.0,0.0
14.45943091926165,1.2127143792590922,16279.9140625,320220.65625,89.1595458984375,191.5023956298828,-80.90692138671875,159780.9939172801,-1017.946847914787,-578423.1321158621,87.004074293538,-598434.9839582333,0.1243027380296553,1.0,1.0,0.0
14.623352344264276,1.4677934012015474,16272.5693359375,319990.0,89.05996704101562,194.52967834472656,-78.46038818359375,159781.0396555006,-1017.9516872792262,-578423.2895285123,87.20303273550235,-598434.7447015964,0.1504484492230631,1.0,1.0,0.0
14.817949428106658,1.7238426572690633,16265.224609375,319759.3125,88.99575805664062,199.37173461914062,-74.26205444335938,159781.09506211343,-1017.9624789683837,-578423.4760853397,87.43950816604774,-598434.522434079,0.17669369424675097,1.0,1.0,0.0
15.043371008010581,1.9813095191970274,16257.8798828125,319528.65625,88.9571533203125,206.36007690429688,-67.957275390625,159781.15973530922,-1017.9796069702822,-578423.6920468427,87.71381279383786,-598434.4037802174,0.20308427548042118,1.0,1.0,0.0
15.299781343783252,2.2400936392734825,16250.53515625,319297.96875,88.93118286132812,215.18063354492188,-59.830078125,159781.23282757355,-1018.0027407431733,-578423.9378245099,88.0262057170039,-598434.4429784147,0.22960984847543386,1.0,1.0,0.0
15.587101054145023,2.4939058101649665,16243.189453125,319067.3125,88.91140747070312,225.4824676513672,-50.188232421875,159781.31272092904,-1018.0314517236072,-578424.213775093,88.37509481830057,-598434.8830414342,0.25562552847435427,1.0,1.0,0.0
15.904679103405215,2.7478689126362497,16235.845703125,318836.65625,88.91482543945312,236.58380126953125,-39.664520263671875,159781.3967018782,-1018.0651902175266,-578424.5199755604,88.7608838728629,-598435.5051138963,0.2816565210607678,1.0,1.0,0.0
16.252501075621694,2.997858757681088,16228.5009765625,318605.96875,88.9483642578125,248.10546875,-28.634063720703125,159781.48363214312,-1018.1028561173696,-578424.8567336836,89.18230828724336,-598436.4311810347,0.3072799333087346,1.0,1.0,0.0
16.630799105972983,3.2575104423964527,16221.15625,318375.28125,88.99984741210938,259.80419921875,-17.37396240234375,159781.57337585656,-1018.1426930083651,-578425.2243301426,89.64383772679139,-598437.050519748,0.3338939721965062,1.0,1.0,0.0
17.04080297925975,3.522485027836775,16213.810546875,318144.625,89.02099609375,271.32354736328125,-6.327392578125,159781.66861043067,-1018.1830564691443,-578425.6232977492,90.14589992619585,-598437.468737112,0.361053860696984,1.0,1.0,0.0
17.482687456649728,3.7886134193875693,16206.4658203125,317913.96875,88.9837646484375,282.7191162109375,4.5687255859375,159781.76950781027,-1018.2234169347901,-578426.053773153,90.68748476856854,-598437.9233620372,0.3883320240671537,1.0,1.0,0.0
17.956586557091214,4.055806452219753,16199.12109375,317683.28125,88.90335083007812,294.1030578613281,15.442459106445312,159781.87573998945,-1018.2633072240967,-578426.5159861055,91.2687833198579,-598438.4394288308,0.4157192886863186,1.0,1.0,0.0
18.46262224658858,4.324028552420007,16191.7763671875,317452.59375,88.80105590820312,304.5055847167969,25.331451416015625,159781.9871403136,-1018.3018283649105,-578427.0101143346,91.88999226596206,-598438.9541606767,0.4432120945634779,1.0,1.0,0.0
19.093773999949917,4.638108675233177,16183.2080078125,317183.46875,88.67898559570312,314.2969970703125,34.521270751953125,159782.12349593043,-1018.3439041181225,-578427.6271351511,92.66537572082598,-598439.6163653929,0.47540534684139857,1.0,1.0,0.0
19.669804833247326,4.907975037620563,16175.86328125,316952.8125,88.58432006835938,321.8064880371094,41.51454162597656,159782.24494546218,-1018.3768212302346,-578428.1911120436,93.37341358861886,-598440.373214996,0.5030664443552837,1.0,1.0,0.0
20.278277978068218,5.17859869590201,16168.517578125,316722.15625,88.49102783203125,329.726806640625,48.926666259765625,159782.36998643234,-1018.406053434195,-578428.7877554646,94.12175526539795,-598441.1590120753,0.5308051623686083,1.0,1.0,0.0
20.919288669596426,5.450125118970448,16161.1728515625,316491.46875,88.393798828125,337.94000244140625,56.650726318359375,159782.49897075936,-1018.4304115875382,-578429.4170748405,94.91064689960331,-598441.8369596833,0.5586366687870736,1.0,1.0,0.0
21.5929382405011,5.722382870042703,16153.828125,316260.8125,88.30694580078125,346.14324951171875,64.38935852050781,159782.63288128286,-1018.4483741028923,-578430.078902249,95.74016092170496,-598442.3390052944,0.5865435651397775,1.0,1.0,0.0
22.299293159507215,5.995174734813139,16146.4833984375,316030.125,88.2501220703125,354.280517578125,72.08595275878906,159782.77305312167,-1018.4584125681538,-578430.7729479023,96.61031134438235,-598442.6188790461,0.6145057916388623,1.0,1.0,0.0
