obs_alt,obs_vel,obs_fuel,obs_pitch,obs_heading,obs_roll,obs_pos_x,obs_pos_y,obs_pos_z,obs_ap,obs_pe,obs_time_to_ap,act_throttle,act_stage
14.261070811888203,4.591442709774122,8236.0419921875,89.94406127929688,274.25299072265625,-90.0,159783.7814592876,-1018.1054701252357,-578422.1788584811,87.83276938262861,-598435.3003475135,0.47062131438781307,1.0,0.0
14.888486798736267,5.659360696060818,8226.2734375,89.94766235351562,276.10198974609375,-90.0,159783.94734888343,-1018.1066460969374,-578422.7839415927,89.02121794619597,-598435.3465530196,0.5800843860890836,1.0,0.0
15.644198045833036,6.729417113800012,8216.5048828125,89.9515380859375,278.288818359375,-90.0,159784.1470521172,-1018.1079776460753,-578423.5127893899,90.45634199900087,-598435.393371757,0.6897678164516492,1.0,0.0
16.52849036292173,7.801971443883779,8206.736328125,89.94406127929688,280.73193359375,-90.0,159784.3806331914,-1018.1094647130445,-578424.3656750848,92.13941654120572,-598435.4403363443,0.7997086848692447,1.0,0.0
17.54165711766109,8.876771273356756,8196.96875,89.94406127929688,283.34027099609375,-90.0,159784.6481614163,-1018.1111084973887,-578425.342880436,94.0713277773466,-598435.487159443,0.9098813531624046,1.0,0.0
18.68394595826976,9.95360374396162,8187.2001953125,89.940673828125,286.0426940917969,-90.0,159784.94969164408,-1018.1129142312781,-578426.4446507229,96.25285605236422,-598435.5350479118,1.020264234128092,1.0,0.0
19.955589595832862,11.032364549934549,8177.431640625,89.94406127929688,288.7921142578125,-90.0,159785.28527882817,-1018.1148815421835,-578427.6712183952,98.68479718104936,-598435.5819563577,1.13084687921031,1.0,0.0
21.35682387975976,12.11302034166868,8167.6630859375,89.9515380859375,291.55877685546875,-90.0,159785.65498059674,-1018.1170072561578,-578429.022800257,101.36798193468712,-598435.6275564793,1.2416261106577622,1.0,0.0
22.887871908489615,13.195567827318518,8157.89453125,89.94406127929688,294.3346252441406,-90.0,159786.0588575139,-1018.1192954784707,-578430.4996183811,104.30326687684283,-598435.6723569457,1.3526018300839269,1.0,0.0
24.838467412046157,14.460934386665338,8146.498046875,89.940673828125,297.5845031738281,-90.0,159786.5733154054,-1018.1221770724729,-578432.3811490602,108.04754922434222,-598435.7240518023,1.4823225325491762,1.0,0.0
26.65155631280504,15.547586936447635,8136.7294921875,89.94406127929688,300.38226318359375,-90.0,159787.05142864076,-1018.1248227252141,-578434.1300673628,111.53202418936417,-598435.767649694,1.5937254631624,1.0,0.0
28.59518782654777,16.636133645530567,8126.96142578125,89.94406127929688,303.1979064941406,-90.0,159787.56388862128,-1018.1276310725585,-578436.0049189747,115.27134162094444,-598435.8116929815,1.7053259015082176,1.0,0.0
30.669568516896106,17.726571654969113,8117.19287109375,89.94406127929688,306.04168701171875,-90.0,159788.1107392199,-1018.1305999128596,-578438.005930091,119.2663647965528,-598435.8576663777,1.8171237924588013,1.0,0.0
32.87494313297793,18.81889871509486,8107.42431640625,89.940673828125,308.92333984375,-90.0,159788.69203138846,-1018.1337247981206,-578440.1333191646,123.51795747876167,-598435.9020238793,1.9291191752870986,1.0,0.0
35.613742887740955,20.095695334042755,8096.02783203125,89.940673828125,312.7975769042969,-90.0,159789.52075537288,-1018.1381260311679,-578443.166812061,128.80364424583968,-598435.9544494724,2.0600332010005786,1.0,0.0
38.53150010923855,21.375066719078546,8084.63134765625,89.94406127929688,316.18115234375,-90.0,159790.29630755718,-1018.142199133195,-578446.0061576855,134.44113756355364,-598436.0046891024,2.191217146462918,1.0,0.0
41.62858407048043,22.657007588798333,8073.23486328125,89.940673828125,319.0521545410156,-90.0,159790.99857606165,-1018.145853914924,-578448.5776158568,140.43181105982512,-598436.057010969,2.322670845233688,1.0,0.0
44.42623133875895,23.757857990068796,8063.46630859375,89.93743896484375,321.8816223144531,-90.0,159791.73552062715,-1018.1496497324184,-578451.2764533538,145.8488265783526,-598436.1012844096,2.435560352660275,1.0,0.0
47.35610292351339,24.860599849319513,8053.6982421875,89.94406127929688,324.65814208984375,-90.0,159792.50720608124,-1018.1535744524077,-578454.1028819336,151.52722700382583,-598436.1429328051,2.5486490155183787,1.0,0.0
50.41844266944099,25.965235979671956,8043.9296875,89.93743896484375,327.3734130859375,-90.0,159793.31369491876,-1018.157619901605,-578457.0571215576,157.46790018421598,-598436.1833602001,2.661937373993453,1.0,0.0
53.61347870610189,27.071772040625262,8034.1611328125,89.94406127929688,330.02032470703125,-90.0,159794.15504295798,-1018.1617728850321,-578460.1393938365,163.67174338002224,-598436.2246845675,2.7754262531456106,1.0,0.0
56.94143384345807,28.18021071066515,8024.392578125,89.94406127929688,332.59405517578125,-90.0,159795.03129547942,-1018.166045249112,-578463.3499262518,170.13965224672575,-598436.2663691154,2.8891161968198276,1.0,0.0
60.40254117164295,29.290557725886938,8014.62451171875,89.940673828125,335.0892639160156,-90.0,159795.9425013838,-1018.1704262650088,-578466.6889366737,176.87253407470416,-598436.3088395233,3.003008055604255,1.0,0.0
63.99701071518939,30.40281259165876,8004.85595703125,89.940673828125,337.5018005371094,-90.0,159796.88870056235,-1018.174920097597,-578470.1566528252,183.87128075945657,-598436.3519322223,3.1171020484399037,1.0,0.0
68.3594701658003,31.702860723320722,7993.45947265625,89.93743896484375,340.20660400390625,-90.0,159798.03691299734,-1018.1803227445558,-578474.365286795,192.37372463929933,-598436.4002545073,3.2504682017910795,1.0,0.0
72.24371875368524,32.81926039515389,7983.69091796875,89.94406127929688,342.426513671875,-90.0,159799.05914999,-1018.1851024261192,-578478.1126273364,199.95162674039602,-598436.4393731619,3.365002282895091,1.0,0.0
76.26208487956319,33.937575970899864,7973.92236328125,89.940673828125,344.5508117675781,-90.0,159800.11657634683,-1018.1899982026295,-578481.9893749587,207.7982677851105,-598436.4794024888,3.479740186648087,1.0,0.0
81.11997675872408,35.24470415989809,7962.52587890625,89.940673828125,346.90240478515625,-90.0,159801.3947776458,-1018.1958708992676,-578486.6761009778,217.2935618008487,-598436.5237253648,3.6138596270936887,1.0,0.0
85.42969709460158,36.36717689990775,7952.7578125,89.94406127929688,348.8048400878906,-90.0,159802.52860463297,-1018.2010472571925,-578490.8340039107,225.72559952980373,-598436.5697804707,3.729040666392052,1.0,0.0
90.6281069999095,37.67914987164693,7941.361328125,89.93438720703125,350.8863525390625,-90.0,159803.89604526418,-1018.2072387865261,-578495.8493670712,235.90632708999328,-598436.6178660423,3.8636773661411326,1.0,0.0
95.23026835580822,38.80577379302441,7931.5927734375,89.94406127929688,352.8092346191406,-90.0,159805.31171761622,-1018.2136121919826,-578501.042187851,244.92800936475396,-598436.6508626855,3.979302486792676,1.0,0.0
99.96772852295544,39.934312019937906,7921.82421875,89.94766235351562,354.3240661621094,-90.0,159806.56359685463,-1018.2192032864765,-578505.6346891813,254.22326890775003,-598436.689911678,4.095132698774478,1.0,0.0
105.66613334044814,41.25335750155308,7910.427734375,89.94406127929688,355.92657470703125,-90.0,159808.0690348776,-1018.2258750578836,-578511.1580136183,265.41472885292023,-598436.7331344784,4.230527476996883,1.0,0.0
111.54944769910071,42.57499730826603,7899.03125,89.94406127929688,357.33978271484375,-90.0,159809.6229737413,-1018.2326881221012,-578516.8598015686,276.981208005338,-598436.7716495865,4.366201280087637,1.0,0.0
117.61797040328383,43.899214179442986,7887.634765625,89.94406127929688,358.5487365722656,-90.0,159811.225448346,-1018.2396300217584,-578522.7404105837,288.92407512443606,-598436.8137789334,4.5021526820823965,1.0,0.0
123.8720985451946,45.22582578582382,7876.23828125,89.940673828125,359.39825439453125,-90.0,159812.63772130752,-1018.2456923952774,-578527.9235173227,301.2439243121771,-598436.8516554239,4.638363557818593,1.0,0.0
129.3806948697893,46.36445762294577,7866.4697265625,89.93743896484375,0.028793079778552055,-90.0,159814.0857790542,-1018.2518510899023,-578533.2384156857,312.1030745957978,-598436.884877914,4.755284598216804,1.0,0.0
135.02609912725165,47.505149992095724,7856.70166015625,89.940673828125,0.4140224754810333,-90.0,159815.569660995,-1018.2580962857679,-578538.6853226172,323.2423751048045,-598436.9196389714,4.87242773696795,1.0,0.0
140.80851526907645,48.64812469861116,7846.93310546875,89.94406127929688,0.5748946666717529,-90.0,159817.0894161905,-1018.2644528827146,-578544.2644897308,334.6639476799173,-598436.9554620777,4.98981604648128,1.0,0.0
146.72826623125002,49.793310276669324,7837.16455078125,89.93743896484375,0.5436691641807556,-90.0,159818.64510029645,-1018.2708946248964,-578549.9761953463,346.36852682591416,-598436.9955979533,5.1074424453377105,1.0,0.0
152.78562841576058,50.94066776202635,7827.39599609375,89.93438720703125,0.35218319296836853,-90.0,159820.23674644632,-1018.2773862561659,-578555.8206971904,358.35697472293396,-598437.0343444633,5.225303339482764,1.0,0.0
158.98078624648042,52.09016093208669,7817.6279296875,89.93743896484375,0.03317902237176895,-90.0,159821.86443040665,-1018.2839302948192,-578561.7982402816,370.6301504197763,-598437.0739657077,5.343395284616861,1.0,0.0
165.314029133413,53.24171928237479,7807.859375,89.94766235351562,359.61688232421875,-90.0,159823.5282012379,-1018.2905306449608,-578567.9090762339,383.1886980551062,-598437.114777964,5.461711350008784,1.0,0.0
171.7856337238336,54.39529432471937,7798.0908203125,89.94766235351562,359.1285095214844,-90.0,159825.2281229631,-1018.2972043833212,-578574.1534289904,396.03335536294617,-598437.1498431758,5.5802470007522516,1.0,0.0
178.39578153623734,55.550885034827544,7788.322265625,89.94406127929688,358.6053771972656,-90.0,159826.96430883335,-1018.3040273121075,-578580.5315364922,409.16510601423215,-598437.1765513893,5.699002503797146,1.0,0.0
185.144772181171,56.708309790251484,7778.55419921875,89.940673828125,358.11383056640625,-90.0,159828.73683831622,-1018.3109323313907,-578587.0436057908,422.583865197259,-598437.2029377273,5.817959383996595,1.0,0.0
192.0327483031433,57.86743048544292,7768.78564453125,89.94406127929688,357.67852783203125,-90.0,159830.8507783136,-1018.3189900448994,-578594.8106153642,436.2897054743953,-598437.2289503348,5.937103778374535,1.0,0.0
200.24468507349957,59.2220570677883,7757.38916015625,89.94766235351562,357.4461975097656,-90.0,159833.01425475458,-1018.3271003893093,-578602.7605863742,452.6448745117523,-598437.2726559481,6.076360743457542,1.0,0.0
208.64649157156236,60.57929641083312,7745.99267578125,89.94406127929688,357.4323425292969,-90.0,159835.22734871137,-1018.3353168001846,-578610.8938824062,469.39526335988194,-598437.3104625695,6.215905230966882,1.0,0.0
215.99943784903735,61.7447853242016,7736.22412109375,89.94406127929688,357.5932312011719,-90.0,159837.16383557915,-1018.3423703244404,-578618.011450691,484.0688233844703,-598437.3420586754,6.335750252849039,1.0,0.0
223.49239216768183,62.91229746359384,7726.45556640625,89.94406127929688,357.9031982421875,-90.0,159839.1369530307,-1018.3494323125557,-578625.264204576,499.0355106490897,-598437.3666919463,6.455817932799334,1.0,0.0
232.41147210053168,64.27701004078025,7715.05908203125,89.94406127929688,358.4298095703125,-90.0,159841.48523698538,-1018.3577099374012,-578633.8969093958,516.8688345199917,-598437.4026558175,6.596184361762141,1.0,0.0
240.2086266176775,65.44902594112953,7705.291015625,89.94406127929688,358.9893798828125,-90.0,159843.53787662296,-1018.364847593613,-578641.443374767,532.4748897760874,-598437.42548096,6.7167476718650505,1.0,0.0
249.48326925060246,66.81901774433048,7693.89404296875,89.94406127929688,359.6883544921875,-90.0,159845.9791674093,-1018.3732316723541,-578650.419398677,551.057150454144,-598437.4479360774,6.8576960666757145,1.0,0.0
257.5857638741145,67.99538979962446,7684.1259765625,89.94766235351562,0.2429618388414383,-90.0,159848.1116914982,-1018.3804389765934,-578658.2606717637,567.3063977780985,-598437.4661545651,6.978741504034133,1.0,0.0
265.8295865736436,69.17370858327418,7674.357421875,89.94766235351562,0.7292248606681824,-90.0,159850.28118751835,-1018.3875940969662,-578666.2383626212,583.8536186115816,-598437.4859359405,7.100003360982555,1.0,0.0
275.62625977688003,70.55080675234775,7662.9609375,89.94766235351562,1.1890875101089478,-90.0,159852.8589770719,-1018.3959464064316,-578675.7184241237,603.5361308803549,-598437.518376792,7.241742392602021,1.0,0.0
285.61592477106024,71.93021990971273,7651.564453125,89.9515380859375,1.4695507287979126,-90.0,159855.4871401807,-1018.4044005206302,-578685.3848279272,623.6245908442652,-598437.54826423,7.383742707041904,1.0,0.0
295.79889846092556,73.312032787868,7640.16796875,89.94406127929688,1.516486644744873,-90.0,159857.78001642594,-1018.4117447665409,-578693.8188548603,644.1210028345231,-598437.5777830491,7.526013500515205,1.0,0.0
304.68129243142903,74.4986033356283,7630.3994140625,89.94766235351562,1.3776278495788574,-90.0,159860.11004765422,-1018.4190962246136,-578702.3902526076,662.0170606990578,-598437.5971851062,7.648201380904936,1.0,0.0
313.7062400688883,75.68730646963738,7620.630859375,89.9515380859375,1.0686148405075073,-90.0,159862.47731944613,-1018.4264240494446,-578711.0992441478,680.2177803330123,-598437.6156041466,7.770626744682772,1.0,0.0
322.8739936888451,76.87827692553182,7610.86279296875,89.95574951171875,0.6361217498779297,-90.0,159864.88188649272,-1018.4337541690544,-578719.9460862429,698.7253089105943,-598437.6301031008,7.893303882976852,1.0,0.0
332.18483322288375,78.07140127351363,7601.09423828125,89.94766235351562,0.15176281332969666,-90.0,159867.3238260075,-1018.4411668112949,-578728.9310562479,717.5398811611813,-598437.6534706183,8.016221162090176,1.0,0.0
341.63894236215856,79.26650504159485,7591.32568359375,89.95574951171875,359.66790771484375,-90.0,159869.80306140654,-1018.4487204185203,-578738.0543735976,736.6611236578319,-598437.6883192447,8.139360925015296,1.0,0.0
351.2366518616909,80.4635724025328,7581.5576171875,89.9515380859375,359.2008361816406,-90.0,159872.31969049622,-1018.4563466242031,-578747.3162931247,756.0899544478161,-598437.7140570272,8.262722458112307,1.0,0.0
360.97810978256166,81.66257513283539,7571.7890625,89.94766235351562,358.76837158203125,-90.0,159874.87384197238,-1018.4639715781883,-578756.7170358786,775.8271410014713,-598437.7301641427,8.386303248015565,1.0,0.0
370.8635993191274,82.86329018428557,7562.0205078125,89.96044921875,358.4247741699219,-90.0,159877.46555637097,-1018.4715777269081,-578766.2567836519,795.8717574832262,-598437.7421723587,8.510080573420566,1.0,0.0
