obs_alt,obs_vel,obs_fuel,obs_pitch,obs_heading,obs_roll,obs_pos_x,obs_pos_y,obs_pos_z,obs_ap,obs_pe,obs_time_to_ap,act_throttle,act_stage
11.408742194762453,1.6208472621820496,1436.100341796875,89.51461791992188,22.686189651489258,107.99079895019531,159781.9199699058,-1019.0819748381523,-578419.7448960445,84.04690404317807,-598443.0941021327,0.16613006040603295,1.0,0.0
11.643415764789097,2.1940997827337108,1435.2337646484375,89.3048095703125,24.983911514282227,108.31977844238281,159781.92567356606,-1019.0951151589302,-578419.9867154091,84.39360809663776,-598444.623142605,0.22488512963991525,1.0,0.0
11.947234841878526,2.771865206296191,1434.3671875,89.07296752929688,27.565998077392578,108.63853454589844,159781.93997571905,-1019.1068328360466,-578420.2978901162,84.84441397769842,-598446.1228845739,0.2841023858436529,1.0,0.0
12.320504119852558,3.350987603173619,1433.5006103515625,88.83331298828125,30.9401798248291,109.57693481445312,159781.96292819106,-1019.1143611411003,-578420.6787232466,85.39933786343317,-598447.6473511299,0.343458368120821,1.0,0.0
12.763365740072913,3.931383368561776,1432.6339111328125,88.59652709960938,35.00769805908203,111.13206481933594,159781.99484938194,-1019.115110729113,-578421.1292838688,86.05873607622925,-598449.0782824752,0.402944705332402,1.0,0.0
13.276023253099993,4.513726299830938,1431.767333984375,88.36492919921875,39.770362854003906,113.36398315429688,159782.03671992567,-1019.1073679665474,-578421.6495120204,86.82334684568923,-598450.3279624523,0.462630703493744,1.0,0.0
13.858734642039053,5.098469441241631,1430.9007568359375,88.13681030273438,44.998863220214844,116.06820678710938,159782.08999165377,-1019.0900553206352,-578422.2392801768,87.69401986978482,-598451.339336156,0.5225630601035505,1.0,0.0
14.511795548372902,5.685648681463823,1430.0341796875,87.91259765625,50.383174896240234,118.93991088867188,159782.15633787,-1019.0625361541656,-578422.8984282356,88.67149760841858,-598452.0966392243,0.5827456837338332,1.0,0.0
15.235474749119021,6.275078192213295,1429.1676025390625,87.68997192382812,55.771636962890625,121.82472229003906,159782.23747053125,-1019.0244791249183,-578423.6267740664,89.7563815911999,-598452.6003736279,0.6431597379897198,1.0,0.0
16.16938494774513,6.965603353541185,1428.156494140625,87.43258666992188,61.9326057434082,125.06858825683594,159782.35312617887,-1018.966639671698,-578424.5637013076,91.1587424769532,-598452.8565621213,0.7139369780167613,1.0,0.0
17.046987246139906,7.559685773889698,1427.2900390625,87.21511840820312,67.02777862548828,127.65982055664062,159782.47223894417,-1018.9056771139053,-578425.4412749028,92.47848144627642,-598452.802777773,0.774830397724827,1.0,0.0
17.832872658967972,8.05619969959407,1426.56787109375,87.03720092773438,71.12325286865234,129.6616973876953,159782.58686495866,-1018.8470640520004,-578426.2249503039,93.66164701804519,-598452.5725094143,0.8257241368879704,1.0,0.0
18.84159030416049,8.653726492106129,1425.701171875,86.82952880859375,75.8512191772461,131.86419677734375,159782.7442400635,-1018.7677295545486,-578427.2280143936,95.1819791183807,-598452.0787815634,0.8869733776346038,1.0,0.0
19.922134393593296,9.252977892430788,1424.834716796875,86.62982177734375,80.37947082519531,133.84817504882812,159782.9246786176,-1018.6791087130455,-578428.2992385178,96.81237583560869,-598451.3631371772,0.9484011445055103,1.0,0.0
21.07469748170115,9.85384014060279,1423.968017578125,86.44091796875,84.72466278076172,135.6260223388672,159783.12959945927,-1018.5818699339775,-578429.438433965,98.55324193940032,-598450.4432335185,1.0099959187643321,1.0,0.0
22.090320664923638,10.355749848879594,1423.2459716796875,86.29315185546875,88.21979522705078,136.96090698242188,159783.32001106723,-1018.4948068300632,-578430.4395665671,100.0886604017578,-598449.5327779537,1.0614485348701237,1.0,0.0
23.375404300400987,10.959387135129035,1422.3792724609375,86.12939453125,92.28026580810547,138.4015350341797,159783.5731099064,-1018.3838246802238,-578431.7029672259,102.03311336273327,-598448.2852012712,1.1233315449821362,1.0,0.0
24.733019467326812,11.564495434689185,1421.5126953125,85.98281860351562,96.21255493164062,139.68055725097656,159783.8540636683,-1018.2666224280742,-578433.0339390754,104.08921561716124,-598446.8851670211,1.185367549564205,1.0,0.0
26.163351958268322,12.171084050777186,1420.6461181640625,85.855712890625,100.03076171875,140.80825805664062,159784.16381621614,-1018.1442023629693,-578434.4324042961,106.25743271352258,-598445.3556829009,1.247557568514253,1.0,0.0
27.410976049373858,12.677807835793747,1419.9239501953125,85.76718139648438,103.12130737304688,141.6249542236328,159784.44452584677,-1018.0389923828093,-578435.6493270022,108.15039032301866,-598443.9969815104,1.299510781844731,1.0,0.0
28.975104174460284,13.287503415817445,1419.057373046875,85.68511962890625,106.70646667480469,142.43878173828125,159784.80907348078,-1017.9099791089443,-578437.1714867388,110.52591109706555,-598442.2814203737,1.3620236029049124,1.0,0.0
